gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod
Female,5.6089673e-05,46.835205,107.27137,5327.8174,One year,Bank transfer (automatic)
Female,0.0,17.221611,49.604706,914.7059,One year,Bank transfer (automatic)
Male,0.0,3.7009048,69.94308,361.43246,Month-to-month,Credit card (automatic)
Female,0.9830193,14.691585,80.10024,780.1437,Month-to-month,Credit card (automatic)
Male,0.0,17.34103,50.340958,966.2371,One year,Bank transfer (automatic)
Female,0.0,9.982142,42.05063,377.81848,One year,Credit card (automatic)
Female,1.3744955e-26,31.933971,102.12945,3013.5012,One year,Credit card (automatic)
Male,8.5521306e-35,19.996065,100.97673,1876.5314,Month-to-month,Credit card (automatic)
Female,0.0,7.5216084,21.624226,141.95267,One year,Bank transfer (automatic)
Male,0.0,37.856186,113.44138,5403.5474,One year,Bank transfer (automatic)
Female,0.0,8.042481,30.708395,284.43823,One year,Bank transfer (automatic)
Male,0.0,18.478401,45.37079,998.2518,One year,Bank transfer (automatic)
Female,2.1122073e-16,33.19577,92.79943,3134.6045,One year,Bank transfer (automatic)
Female,1.0,51.717056,104.000725,4906.5127,One year,Credit card (automatic)
Female,3.5359507e-36,15.479758,32.53784,623.2451,One year,Bank transfer (automatic)
Female,5.2231105e-08,8.367234,89.82391,406.07938,Month-to-month,Credit card (automatic)
Female,0.0,1.525151,83.14232,30.375208,Month-to-month,Credit card (automatic)
Male,0.0,1.0647705,37.83949,19.578749,Month-to-month,Credit card (automatic)
Male,0.0,39.209446,103.34747,4030.6184,One year,Bank transfer (automatic)
Female,0.0,2.0242734,18.363455,24.115858,One year,Credit card (automatic)
Female,8.573681e-37,23.175674,94.22004,1769.4662,One year,Credit card (automatic)
Male,0.0,10.801647,23.105549,287.54083,One year,Bank transfer (automatic)
Female,3.2349848e-12,44.492397,107.7168,5003.124,One year,Bank transfer (automatic)
Female,1.2774358e-21,46.18193,112.84336,5490.3,One year,Bank transfer (automatic)
Male,0.0,13.101299,30.15568,429.72668,One year,Credit card (automatic)
Female,0.9203661,25.746098,97.08279,2250.258,Month-to-month,Credit card (automatic)
Female,1.02233156e-25,15.106716,97.732124,1294.554,Month-to-month,Credit card (automatic)
Male,0.0,11.562344,88.064545,1057.3656,Month-to-month,Credit card (automatic)
Male,0.0,6.0592575,48.435093,411.47388,One year,Credit card (automatic)
Female,0.0,6.697398,85.14076,396.9635,Month-to-month,Credit card (automatic)
Female,3.0461666e-15,4.6857667,87.26927,229.7819,Month-to-month,Credit card (automatic)
Male,0.0,3.7623863,83.83092,253.05945,Month-to-month,Credit card (automatic)
Female,0.31193578,10.256982,88.512856,532.83673,Month-to-month,Credit card (automatic)
Female,2.9208837e-11,38.413322,108.35272,3856.6555,One year,Credit card (automatic)
Male,4.9100956e-30,5.491643,82.45607,218.33846,Month-to-month,Credit card (automatic)
Female,0.0,13.522206,39.68192,565.21954,One year,Credit card (automatic)
Female,1.2997526e-20,14.819898,102.11294,1217.1708,Month-to-month,Credit card (automatic)
Male,2.2922355e-25,48.320103,110.99186,5346.9688,One year,Bank transfer (automatic)
Male,2.9130336e-22,35.81897,98.157486,3501.1318,One year,Credit card (automatic)
Female,1.0,61.27505,114.01719,6388.51,One year,Credit card (automatic)
Male,0.0,1.4377059,61.257282,31.253887,Month-to-month,Credit card (automatic)
Female,3.307818e-05,39.052223,104.28567,3878.7266,One year,Credit card (automatic)
Female,1.064093e-14,19.952755,96.824066,1879.4247,Month-to-month,Credit card (automatic)
Female,0.0,17.03587,50.909542,782.8842,One year,Credit card (automatic)
Male,0.0,1.7380354,56.256447,59.600548,Month-to-month,Credit card (automatic)
Male,0.0,2.2628384,64.053406,51.967796,Month-to-month,Credit card (automatic)
Male,0.0,5.433807,20.233698,116.83483,One year,Bank transfer (automatic)
Female,1.0740119e-20,22.232597,38.032494,914.7432,One year,Bank transfer (automatic)
Male,0.0,1.8429086,53.23361,71.46851,Month-to-month,Credit card (automatic)
Female,1.0,53.87181,103.535385,5164.8926,One year,Bank transfer (automatic)
Female,0.0,11.735261,44.367756,405.33472,One year,Credit card (automatic)
Male,0.0,12.950906,29.616217,302.39917,One year,Credit card (automatic)
Female,0.0,2.7273016,81.46794,72.16232,Month-to-month,Credit card (automatic)
Female,9.739638e-36,12.901759,95.4376,843.4568,Month-to-month,Credit card (automatic)
Female,0.0,20.42031,67.722,1289.1761,One year,Credit card (automatic)
Female,1.2320431e-18,34.7071,90.35517,3259.9795,One year,Bank transfer (automatic)
Male,0.0,12.726626,45.875713,715.99695,One year,Bank transfer (automatic)
Male,0.0,40.310284,114.58713,5237.045,One year,Bank transfer (automatic)
Female,4.2960416e-32,3.9692945,94.941,167.58528,Month-to-month,Credit card (automatic)
Male,0.0,24.058165,84.16882,1684.3083,One year,Credit card (automatic)
Male,0.0,19.90371,93.81904,2135.4065,One year,Credit card (automatic)
Female,9.8786135e-20,25.326843,97.434654,2218.2031,Month-to-month,Credit card (automatic)
Female,2.7218236e-20,4.899232,81.880936,129.0918,Month-to-month,Credit card (automatic)
Female,0.0,11.059985,23.852652,301.12006,One year,Bank transfer (automatic)
Female,1.614241e-26,22.934683,40.98295,866.6876,One year,Bank transfer (automatic)
Female,0.0,2.0577857,63.579235,51.40391,Month-to-month,Credit card (automatic)
Male,3.2104302e-37,33.255245,96.79287,3046.07,One year,Credit card (automatic)
Male,1.0437059e-23,16.317741,91.19121,1177.4861,Month-to-month,Credit card (automatic)
Female,0.0,6.4550743,20.507524,89.96021,One year,Credit card (automatic)
Female,1.01205416e-07,4.662178,95.15433,193.40282,Month-to-month,Credit card (automatic)
Female,0.0937456,11.764568,90.69638,709.92755,Month-to-month,Credit card (automatic)
Male,0.0,3.0916975,86.51255,124.54262,Month-to-month,Credit card (automatic)
Female,7.64655e-07,9.571369,91.70133,509.90244,Month-to-month,Credit card (automatic)
Male,0.0,4.3719893,20.85437,108.38782,One year,Bank transfer (automatic)
Female,0.0,5.3688183,90.33302,250.0363,Month-to-month,Credit card (automatic)
Female,4.787827e-18,15.872123,89.549614,983.70746,Month-to-month,Credit card (automatic)
Male,0.0,8.298895,89.26676,531.71625,Month-to-month,Credit card (automatic)
Male,0.0,1.2537519,65.539665,23.043968,Month-to-month,Credit card (automatic)
Female,0.34162474,26.953552,92.65409,2281.087,Month-to-month,Credit card (automatic)
Male,0.0,25.547398,89.89697,2646.5994,One year,Bank transfer (automatic)
Male,0.0,1.1187327,49.977108,21.947145,Month-to-month,Credit card (automatic)
Male,0.0,1.0246335,31.585407,19.163979,Month-to-month,Credit card (automatic)
Female,9.559989e-09,38.567097,102.28492,3898.626,One year,Credit card (automatic)
Female,1.992586e-24,6.6446543,90.85594,271.58878,Month-to-month,Credit card (automatic)
Female,3.5526057e-22,4.0136,79.72842,102.935005,Month-to-month,Credit card (automatic)
Male,0.0,5.2584176,87.25234,380.70767,Month-to-month,Credit card (automatic)
Male,2.998977e-36,36.269314,102.04406,3770.5647,One year,Credit card (automatic)
Female,1.3291077e-15,9.200497,82.124596,361.7206,Month-to-month,Credit card (automatic)
Female,0.99818796,55.569088,111.8624,6105.3813,One year,Bank transfer (automatic)
Male,0.0,20.601036,54.57156,1212.6719,One year,Bank transfer (automatic)
Female,7.1397344e-22,48.841324,112.56011,5773.8335,One year,Bank transfer (automatic)
Female,0.0,1.1408935,63.133476,19.879864,Month-to-month,Credit card (automatic)
Female,1.2742418e-38,10.418325,95.732506,686.5399,Month-to-month,Credit card (automatic)
Female,1.0,42.360443,95.16282,2718.9434,Month-to-month,Credit card (automatic)
Male,0.0,6.442962,88.88656,492.9989,Month-to-month,Credit card (automatic)
Female,0.9994486,55.412746,108.028175,5574.784,One year,Bank transfer (automatic)
Female,1.9647093e-34,23.084478,101.8797,2016.0112,One year,Credit card (automatic)
Female,0.0,30.103138,101.98215,2730.4075,One year,Credit card (automatic)
Male,0.0,36.798275,98.242584,3849.7595,One year,Bank transfer (automatic)
Male,0.0,24.083487,53.228683,1279.2882,One year,Bank transfer (automatic)
Female,0.0,9.287267,90.696365,527.65344,Month-to-month,Credit card (automatic)
Female,3.3014085e-34,1.6132237,66.027214,27.374823,Month-to-month,Credit card (automatic)
Male,0.0,23.60174,76.13189,1791.8447,One year,Bank transfer (automatic)
Male,0.0,23.583397,79.41204,2051.3994,One year,Bank transfer (automatic)
Female,1.3973846e-30,32.10874,93.086006,3040.2283,One year,Bank transfer (automatic)
Female,0.0,4.2294507,39.41395,118.05278,One year,Credit card (automatic)
Female,0.0,18.613663,68.29537,1344.4675,One year,Bank transfer (automatic)
Female,1.0,50.953396,106.48238,4841.937,One year,Credit card (automatic)
Female,0.0,31.824293,107.81251,3471.076,One year,Bank transfer (automatic)
Female,2.4448074e-23,6.099534,86.792915,350.5603,Month-to-month,Credit card (automatic)
Female,2.0752123e-13,34.37232,105.07678,3310.3342,One year,Credit card (automatic)
Female,3.023848e-07,47.35791,109.771355,5197.569,One year,Bank transfer (automatic)
Female,0.0,11.414903,59.845516,479.224,One year,Credit card (automatic)
Male,0.0,3.1447928,80.39427,119.20923,Month-to-month,Credit card (automatic)
Male,1.4572732e-24,7.5044255,80.19228,325.58356,Month-to-month,Credit card (automatic)
Female,0.0153901,48.154423,104.07662,5069.971,One year,Bank transfer (automatic)
Male,0.0,28.546549,92.56469,2655.8555,One year,Bank transfer (automatic)
Female,1.3093892e-17,9.916723,85.08456,441.54938,Month-to-month,Credit card (automatic)
Male,2.6290177e-22,7.642823,79.86743,341.8031,Month-to-month,Credit card (automatic)
Male,0.0,5.1607766,78.71224,385.43686,Month-to-month,Credit card (automatic)
Male,0.0,8.522829,93.181816,535.90906,Month-to-month,Credit card (automatic)
Female,2.5306577e-28,2.198171,72.6921,38.734688,Month-to-month,Credit card (automatic)
Female,0.0,8.097797,87.48198,466.86078,Month-to-month,Credit card (automatic)
Female,0.0,12.347798,37.11232,356.7704,One year,Credit card (automatic)
Female,1.8938e-20,5.4539385,78.60345,155.79471,Month-to-month,Credit card (automatic)
Female,3.7200802e-08,51.213078,111.27316,5993.2153,One year,Bank transfer (automatic)
Female,0.9998678,36.64358,97.60494,3427.1265,One year,Credit card (automatic)
Female,4.8276327e-11,15.488078,93.06968,1195.1042,Month-to-month,Credit card (automatic)
Female,0.0,10.066671,73.158585,542.5477,Month-to-month,Credit card (automatic)
Male,0.0,2.6930816,18.485056,37.09055,One year,Bank transfer (automatic)
Female,2.7602257e-37,28.421114,73.985855,1676.2678,One year,Credit card (automatic)
Male,0.0,16.339529,38.005493,461.5681,One year,Credit card (automatic)
Female,1.0,56.389034,109.78695,5882.7856,One year,Bank transfer (automatic)
Female,0.00014482481,51.38214,108.70503,5389.3076,One year,Bank transfer (automatic)
Female,0.9999957,4.1909275,92.85664,146.76773,Month-to-month,Credit card (automatic)
Female,0.006694642,16.434027,106.210686,1117.3718,Month-to-month,Credit card (automatic)
Female,8.211126e-07,5.537849,79.152596,153.77519,Month-to-month,Credit card (automatic)
Male,0.0,1.6827688,51.300045,52.77396,Month-to-month,Credit card (automatic)
Female,1.0847792e-35,29.24476,101.58169,2546.6543,One year,Credit card (automatic)
Male,0.0,14.872349,34.52296,624.3975,One year,Bank transfer (automatic)
Female,2.1433675e-31,34.782703,103.81397,3366.301,One year,Credit card (automatic)
Female,1.3523747e-20,22.312372,45.133945,1070.9038,One year,Bank transfer (automatic)
Female,5.4173775e-18,2.842832,75.12577,55.239788,Month-to-month,Credit card (automatic)
Male,0.0,20.008131,37.899925,925.96423,One year,Bank transfer (automatic)
Male,0.0,45.658024,111.787445,4902.6484,One year,Credit card (automatic)
Female,2.2859622e-07,1.7728635,74.21563,29.340315,Month-to-month,Credit card (automatic)
Female,0.00023761603,41.457333,100.95139,4232.749,One year,Bank transfer (automatic)
Female,2.0623763e-28,33.23626,96.86397,3310.5151,One year,Bank transfer (automatic)
Male,0.0,19.735054,47.644672,1047.8402,One year,Bank transfer (automatic)
Male,7.888962e-29,12.777613,84.78569,910.7597,Month-to-month,Credit card (automatic)
Male,0.0,3.9108012,72.41593,287.92773,Month-to-month,Credit card (automatic)
Female,1.0,30.631313,90.453835,1861.1989,Month-to-month,Credit card (automatic)
Male,0.0,8.466245,34.599545,364.14197,One year,Bank transfer (automatic)
Male,0.0,15.421625,34.692127,709.51776,One year,Bank transfer (automatic)
Female,0.041888185,36.15632,106.24446,3558.162,One year,Credit card (automatic)
Female,1.820544e-32,1.1223284,61.070053,19.469603,Month-to-month,Credit card (automatic)
Male,0.0,14.672708,30.225712,383.35284,One year,Credit card (automatic)
Female,0.9999901,45.433105,105.93379,4584.9824,One year,Credit card (automatic)
Male,0.0,3.139296,79.92683,158.49188,Month-to-month,Credit card (automatic)
Female,1.4649595e-24,12.05715,85.477295,682.9875,Month-to-month,Credit card (automatic)
Male,0.0,10.758069,92.51272,861.2967,Month-to-month,Credit card (automatic)
Female,8.000026e-30,20.084846,103.775826,1877.6888,One year,Credit card (automatic)
Male,0.0,9.168904,62.468052,787.11017,One year,Credit card (automatic)
Female,4.7462592e-32,28.703533,89.796906,2405.78,One year,Credit card (automatic)
Male,0.0,6.0453625,65.84907,633.60785,One year,Credit card (automatic)
Female,4.0927396e-29,20.088207,95.239525,1668.6924,Month-to-month,Credit card (automatic)
Female,1.6406204e-05,22.114542,105.02506,2055.9111,Month-to-month,Credit card (automatic)
Female,1.3713637e-07,4.7308106,81.31588,142.9184,Month-to-month,Credit card (automatic)
Female,0.0,27.681835,88.90247,2103.9785,One year,Credit card (automatic)
Male,0.0,46.000114,115.37293,6045.857,One year,Bank transfer (automatic)
Male,0.0,5.540026,89.12421,527.10535,Month-to-month,Credit card (automatic)
Female,0.9976597,47.998535,103.012726,4824.3257,One year,Bank transfer (automatic)
Male,0.0,23.173065,75.090034,1476.9957,One year,Credit card (automatic)
Female,1.5107797e-27,34.589863,102.13333,3437.0571,One year,Credit card (automatic)
Male,0.0,10.776211,39.41503,444.23306,One year,Credit card (automatic)
Male,0.0,21.60829,95.372406,1858.3214,One year,Credit card (automatic)
Male,0.0,21.218266,90.72596,2075.8203,One year,Credit card (automatic)
Female,0.00022238349,53.225056,112.79441,5819.745,One year,Bank transfer (automatic)
Male,5.9059663e-37,2.445733,61.614155,62.76929,Month-to-month,Credit card (automatic)
Female,0.0,5.4493685,19.814936,72.77517,One year,Credit card (automatic)
Male,0.0,5.883834,77.76304,259.59708,Month-to-month,Credit card (automatic)
Female,1.7954501e-09,13.808882,98.16349,1152.5583,Month-to-month,Credit card (automatic)
Female,2.2369244e-14,6.1887054,83.87046,197.69043,Month-to-month,Credit card (automatic)
Female,0.0,11.80195,34.319515,350.5808,One year,Credit card (automatic)
Female,0.16328453,5.4318004,78.29069,152.89752,Month-to-month,Credit card (automatic)
Female,0.27780685,51.735554,104.93785,5135.3203,One year,Bank transfer (automatic)
Male,0.0,14.53304,48.54109,859.758,One year,Bank transfer (automatic)
Female,0.0,12.208258,27.446932,388.1971,One year,Bank transfer (automatic)
Male,0.0,6.6017227,23.72073,199.54655,One year,Bank transfer (automatic)
Female,2.3102195e-20,20.531412,90.39312,1833.8173,One year,Credit card (automatic)
Male,0.0,4.1555934,77.60084,212.25735,Month-to-month,Credit card (automatic)
Male,0.0,8.487389,26.065971,292.67377,One year,Bank transfer (automatic)
Male,0.0,3.8339043,19.303436,66.23188,One year,Bank transfer (automatic)
Male,3.1080424e-34,46.77626,114.50812,5944.2705,One year,Bank transfer (automatic)
Male,0.0,37.33168,114.81507,4851.1953,One year,Bank transfer (automatic)
Male,0.0,1.2091762,48.64909,37.08011,Month-to-month,Credit card (automatic)
Male,0.0,31.586498,86.740944,2613.5647,One year,Credit card (automatic)
Male,0.0,17.44506,75.60351,1387.3278,One year,Bank transfer (automatic)
Male,0.0,34.9273,99.56246,3458.1519,One year,Credit card (automatic)
Female,0.0,22.555574,78.01525,1816.4739,One year,Bank transfer (automatic)
Female,0.0,10.508748,46.08437,337.97293,One year,Credit card (automatic)
Male,0.0,5.1823664,81.662926,237.90637,Month-to-month,Credit card (automatic)
Female,0.0,3.1268058,85.33769,86.57667,Month-to-month,Credit card (automatic)
Male,1.633728e-36,39.071796,110.91456,4886.78,One year,Bank transfer (automatic)
Male,0.0,42.4813,111.586105,5116.5474,One year,Bank transfer (automatic)
Female,6.6313437e-06,49.08053,106.94053,4927.0454,One year,Credit card (automatic)
Female,0.99999976,56.19878,112.09404,6129.9463,One year,Bank transfer (automatic)
Female,0.0,8.4292555,34.823612,285.27646,One year,Credit card (automatic)
Male,0.0,4.392868,21.001547,117.052475,One year,Bank transfer (automatic)
Female,1.1751849e-17,39.990223,98.96127,4083.5845,One year,Bank transfer (automatic)
Female,0.0,3.555024,19.81199,80.26365,One year,Bank transfer (automatic)
Female,3.1797325e-27,13.229052,94.03736,886.58984,Month-to-month,Credit card (automatic)
Male,0.0,9.19048,89.075645,566.4398,Month-to-month,Credit card (automatic)
Female,0.0,6.979411,20.216007,118.72795,One year,Credit card (automatic)
Male,0.0,24.626581,107.48645,2841.9626,Month-to-month,Credit card (automatic)
Female,5.4764965e-31,32.610615,105.59721,3802.5198,One year,Bank transfer (automatic)
Female,0.0,4.2348466,91.78582,182.25009,Month-to-month,Credit card (automatic)
Female,0.0,21.593613,94.64219,1736.4583,One year,Credit card (automatic)
Male,1.2668257e-24,25.67104,93.100746,2417.807,Month-to-month,Credit card (automatic)
Male,0.0,6.9169073,23.476631,219.29301,One year,Bank transfer (automatic)
Male,0.0,10.541282,89.419365,798.39343,Month-to-month,Credit card (automatic)
Female,2.0864714e-10,22.820091,89.05852,1791.6973,Month-to-month,Credit card (automatic)
Male,0.0,1.0748966,34.933155,21.539791,Month-to-month,Credit card (automatic)
Female,3.120394e-36,22.323124,94.81801,1692.372,One year,Credit card (automatic)
Male,0.0,16.847193,92.02837,1435.976,One year,Credit card (automatic)
Male,0.0,3.228276,76.77799,118.49551,Month-to-month,Credit card (automatic)
Male,0.0,20.287626,55.876297,974.7797,One year,Credit card (automatic)
Male,0.0,25.659534,86.56998,1918.1865,One year,Credit card (automatic)
Female,0.0,12.462128,34.981075,441.6975,One year,Credit card (automatic)
Male,0.0,1.2530628,56.66602,22.659378,Month-to-month,Credit card (automatic)
Female,0.0,3.3845773,49.618202,95.80823,Month-to-month,Credit card (automatic)
Female,0.0,13.113352,29.1709,404.03632,One year,Bank transfer (automatic)
Male,0.0,28.544958,95.90473,3064.312,One year,Bank transfer (automatic)
Female,0.0,8.436498,23.254614,197.71843,One year,Bank transfer (automatic)
Male,0.0,29.35088,99.939964,2818.6692,One year,Credit card (automatic)
Female,1.421486e-13,8.0677185,88.53814,343.52643,Month-to-month,Credit card (automatic)
Female,0.0,8.5842705,21.395607,156.65979,One year,Credit card (automatic)
Male,0.0,10.857228,23.20971,325.7485,One year,Bank transfer (automatic)
Female,0.0,3.8369865,82.810555,116.45417,Month-to-month,Credit card (automatic)
Male,0.0,18.50789,102.52768,1626.9604,Month-to-month,Credit card (automatic)
Female,4.3039663e-16,34.25105,82.39584,3191.712,One year,Bank transfer (automatic)
Male,0.0,3.7236502,18.693218,37.878784,One year,Credit card (automatic)
Male,1.5675346e-24,10.402986,87.66421,573.9543,Month-to-month,Credit card (automatic)
Female,1.0,25.644598,96.85789,1486.1091,Month-to-month,Credit card (automatic)
Female,0.0,11.566368,35.188507,527.4979,One year,Bank transfer (automatic)
Male,0.0,13.052118,80.38469,1018.9439,One year,Credit card (automatic)
Male,1.6044505e-24,16.082321,85.75795,1083.47,Month-to-month,Credit card (automatic)
Female,2.5472403e-27,9.885137,95.723145,567.0895,Month-to-month,Credit card (automatic)
Female,0.9998443,7.86151,105.37418,378.6684,Month-to-month,Credit card (automatic)
Female,1.3887026e-21,29.250061,84.926125,2509.2505,One year,Credit card (automatic)
Female,0.0,17.076384,53.210827,781.0579,One year,Credit card (automatic)
Female,8.291195e-19,20.736483,91.73567,1527.6837,Month-to-month,Credit card (automatic)
Female,1.8617193e-33,28.128216,92.080444,2667.7095,One year,Bank transfer (automatic)
Male,0.0,17.380398,57.42265,1229.2639,One year,Bank transfer (automatic)
Female,6.6439975e-32,11.670794,93.405876,857.38446,One year,Credit card (automatic)
Female,0.0,10.614212,27.019093,263.13177,One year,Credit card (automatic)
Male,0.0,24.9953,71.192635,1756.022,One year,Credit card (automatic)
Female,0.028220542,8.111323,81.60167,310.8224,Month-to-month,Credit card (automatic)
Male,0.0,2.640146,65.85569,71.86641,Month-to-month,Credit card (automatic)
Female,0.0,15.061672,39.42875,595.32825,One year,Credit card (automatic)
Male,0.0,2.1627867,68.65015,50.523613,Month-to-month,Credit card (automatic)
Male,0.0,7.384639,94.46266,475.11707,Month-to-month,Credit card (automatic)
Male,0.0,19.354628,90.658905,1452.8938,One year,Credit card (automatic)
Male,0.0,28.864761,98.59715,2587.9385,One year,Credit card (automatic)
Female,0.0,21.706364,51.797855,1176.2563,One year,Bank transfer (automatic)
Male,0.0,37.713615,104.950325,3529.5093,One year,Credit card (automatic)
Female,5.1973273e-36,17.1751,38.260986,746.9442,One year,Bank transfer (automatic)
Female,1.7378575e-25,26.052183,93.50485,2219.2874,One year,Credit card (automatic)
Female,0.0,17.109278,52.960464,913.72845,One year,Bank transfer (automatic)
Female,1.0,43.28231,110.6833,4012.4385,One year,Credit card (automatic)
Male,0.0,45.639107,110.49589,5231.437,One year,Bank transfer (automatic)
Female,8.770883e-09,7.624254,79.72067,269.83362,Month-to-month,Credit card (automatic)
Male,0.0,36.231773,104.3011,4015.6172,One year,Bank transfer (automatic)
Female,9.741993e-18,5.3404193,91.13466,232.62555,Month-to-month,Credit card (automatic)
Male,1.1574933e-35,5.1322527,87.79118,192.31056,Month-to-month,Credit card (automatic)
Female,0.0,6.652657,57.497498,214.69418,One year,Credit card (automatic)
Male,0.0,1.6878244,63.557278,53.991535,Month-to-month,Credit card (automatic)
Female,3.1483622e-35,2.643306,76.49197,60.454403,Month-to-month,Credit card (automatic)
Male,0.0,29.65612,97.744995,3356.2954,One year,Bank transfer (automatic)
Female,0.2853487,18.86597,93.52177,1400.8995,Month-to-month,Credit card (automatic)
Female,6.305011e-34,18.081526,46.480797,1035.0955,One year,Bank transfer (automatic)
Male,2.9734274e-20,38.254726,103.94536,4140.6963,One year,Bank transfer (automatic)
Female,8.5457215e-24,16.51822,102.20971,1332.1392,One year,Credit card (automatic)
Male,0.0,16.785402,36.261204,743.7077,One year,Bank transfer (automatic)
Female,4.342154e-26,36.054504,106.08087,3895.617,One year,Credit card (automatic)
Female,2.886229e-32,47.21326,114.933846,5983.3296,One year,Bank transfer (automatic)
Male,0.0,42.754692,110.91451,4681.8477,One year,Credit card (automatic)
Female,6.6623554e-11,38.11876,90.20567,3692.2905,One year,Bank transfer (automatic)
Female,0.0,8.264662,25.306395,272.39346,One year,Bank transfer (automatic)
Female,8.493822e-12,47.5171,111.59043,5677.464,One year,Bank transfer (automatic)
Female,5.389226e-39,2.1442008,74.45469,41.809933,Month-to-month,Credit card (automatic)
Male,0.0,1.1905075,51.125153,33.710445,Month-to-month,Credit card (automatic)
Male,0.0,12.754452,85.98935,1242.8021,One year,Credit card (automatic)
Male,5.9595104e-30,7.2375736,83.3028,317.21228,Month-to-month,Credit card (automatic)
Male,0.0,22.308752,53.835617,1376.095,One year,Bank transfer (automatic)
Male,0.0,7.586975,63.18278,574.02625,One year,Credit card (automatic)
Female,1.1081086e-09,31.704626,98.42892,3013.459,One year,Credit card (automatic)
Male,0.0,11.145007,27.835619,236.2606,One year,Credit card (automatic)
Male,0.0,1.109382,44.107727,20.958473,Month-to-month,Credit card (automatic)
Female,4.4112543e-27,24.135984,88.609184,1930.2997,One year,Credit card (automatic)
Female,1.0,58.740562,110.117805,5765.83,One year,Credit card (automatic)
Male,3.8435242e-30,6.314977,78.64894,252.54453,Month-to-month,Credit card (automatic)
Female,3.961053e-24,3.3693898,78.21511,78.46377,Month-to-month,Credit card (automatic)
Female,2.812714e-10,11.642643,90.13924,607.8573,Month-to-month,Credit card (automatic)
Female,1.0,18.373194,95.36471,955.8784,Month-to-month,Credit card (automatic)
Female,0.00017740294,7.792703,72.899124,255.0339,Month-to-month,Credit card (automatic)
Male,9.165491e-32,14.348956,93.30995,1085.4781,Month-to-month,Credit card (automatic)
Male,0.00047526704,40.267788,101.54247,3994.3718,One year,Credit card (automatic)
Female,2.8617334e-08,29.583822,93.623146,2864.7144,One year,Credit card (automatic)
Male,0.0,41.006645,112.9339,5176.7437,One year,Bank transfer (automatic)
Female,7.685454e-30,20.293276,43.49508,943.9275,One year,Bank transfer (automatic)
Male,0.0,14.620351,55.987404,705.7631,One year,Credit card (automatic)
Male,0.0,8.54143,20.426573,184.60233,One year,Bank transfer (automatic)
Female,0.0,10.524358,91.63661,748.1129,Month-to-month,Credit card (automatic)
Male,0.0,2.069408,68.17495,78.94769,Month-to-month,Credit card (automatic)
Female,1.1621224e-33,28.117243,86.60914,2551.4028,One year,Bank transfer (automatic)
Female,2.9868844e-11,41.17306,100.59213,4284.9897,One year,Bank transfer (automatic)
Female,0.0,24.25172,85.59872,2054.219,One year,Bank transfer (automatic)
Female,1.0,49.92378,106.10309,4499.0273,One year,Credit card (automatic)
Female,0.00037912047,15.028877,93.05613,1010.61066,Month-to-month,Credit card (automatic)
Male,0.0,26.94674,96.5145,2581.0005,One year,Credit card (automatic)
Female,5.7847292e-24,9.06553,92.86921,512.8721,Month-to-month,Credit card (automatic)
Male,0.0,14.35143,85.78232,1135.449,One year,Bank transfer (automatic)
Male,0.0,18.154219,48.701416,736.2449,One year,Credit card (automatic)
Female,5.4464448e-27,49.29284,116.57766,6431.5894,One year,Bank transfer (automatic)
Male,0.0,32.056057,106.400795,3797.4248,One year,Bank transfer (automatic)
Male,0.0,34.94927,101.224174,3401.7307,One year,Credit card (automatic)
Male,0.0,4.3644915,19.724977,92.23543,One year,Bank transfer (automatic)
Male,0.0,3.8548608,72.35224,415.10938,One year,Credit card (automatic)
Female,1.0657722e-19,14.691615,89.3564,963.78217,Month-to-month,Credit card (automatic)
Female,1.324675e-28,5.935343,95.86045,335.53342,Month-to-month,Credit card (automatic)
Male,0.0,5.2970567,83.27186,270.07092,Month-to-month,Credit card (automatic)
Female,1.2998792e-31,5.447804,94.25992,264.6363,Month-to-month,Credit card (automatic)
Male,0.0,12.479979,31.73691,510.77383,One year,Bank transfer (automatic)
Female,5.697434e-17,9.582098,95.15451,685.7761,Month-to-month,Credit card (automatic)
Female,0.0,18.933853,42.03991,913.35803,One year,Bank transfer (automatic)
Male,0.0,27.067806,91.93574,2774.5823,One year,Bank transfer (automatic)
Male,1.3855615e-33,7.083008,90.278404,329.3161,Month-to-month,Credit card (automatic)
Male,0.0,3.7115002,33.43927,149.6781,One year,Credit card (automatic)
Female,3.6292337e-28,25.05732,98.80435,2105.3508,Month-to-month,Credit card (automatic)
Female,0.0027206577,37.794113,103.718094,3835.7458,One year,Credit card (automatic)
Male,0.0,7.208724,29.507393,296.96393,One year,Bank transfer (automatic)
Male,0.0,9.864422,88.695114,714.53467,Month-to-month,Credit card (automatic)
Female,5.3646268e-11,11.951809,99.049225,924.3377,Month-to-month,Credit card (automatic)
Female,0.037427675,46.771877,106.42624,4716.1836,One year,Credit card (automatic)
Female,0.0003057961,3.002555,73.108376,64.13991,Month-to-month,Credit card (automatic)
Male,0.0,38.76186,109.95706,4750.8867,One year,Bank transfer (automatic)
Female,6.7038435e-08,42.42764,104.157715,4825.8174,One year,Bank transfer (automatic)
Male,5.166966e-20,13.314908,89.767166,790.07214,Month-to-month,Credit card (automatic)
Female,0.0,2.7573388,78.19126,61.553635,Month-to-month,Credit card (automatic)
Female,1.5886386e-26,8.982023,87.829315,592.3815,Month-to-month,Credit card (automatic)
